sc,fc
0.584914151906192,0.23969218590636
0.596904684065258,0.237689732196739
0.928971468320473,0.245117038597823
0.20060810145322,0.195832715839283
0.866548783342568,0.207224921663018
0.114949308081722,0.205824719773487
0.0601898606407142,0.223062002493937
0.141625159706592,0.283198519263979
0.201055398263703,0.229733552340189
0.0615762259357695,0.209303036789656
0.154332031107021,0.217670314054536
0.0814062448420609,0.243029047933387
0.909635512224444,0.21263808856482
0.21404865504124,0.204764386720107
2.45189723643103,0.318570857205557
0.137153201184665,0.223701558170867
0.161206315190502,0.237208104137357
0.495111706479063,0.209117964411787
0.164034540949952,0.210665263990086
1.83043441998567,0.320802254683266
2.53341557124189,0.300518861847348
0.0790070041760285,0.223615461927511
0.23748989596513,0.248121528112105
0.220163733146102,0.211901712959852
0.0822587630624636,0.210167060844743
2.69047625188005,0.284638050222602
1.90228591409986,0.301830329309717
4.774395803594,0.296033124525788
0.0550836136127722,0.212316679301202
0.276267293784091,0.232008626435142
0.0855815082400429,0.218696807056774
0.0471562701973384,0.205030810517122
4.169063900687,0.284787530167665
0.623440214869656,0.281920540976186
3.97617398520133,0.29777257259867
4.7094397618957,0.284806189336423
0.0987681962909468,0.20737488918432
0.354793295466768,0.221095231048889
0.168850444058237,0.20424551546177
0.0878049820002357,0.204146814914175
2.04617679471994,0.25864154101464
0.618576096276754,0.289502160629486
7.50300817427975,0.320053263286223
5.76656135752531,0.30055103785499
3.26877785536761,0.294065852857429
0.0767697335476826,0.208491062191542
0.595482921615406,0.239367609255054
0.0588796931917663,0.211416606764391
0.057364952326761,0.206782162454761
3.17393127932547,0.280447535770803
0.342216464765611,0.277483560877863
2.27913043413889,0.289501812105322
4.48802859408967,0.304791442029102
4.29122213173816,0.263680162084526
3.10321396071333,0.287414467140223
0.138212758027769,0.209109554149468
0.693379878734349,0.224977235889513
0.0987844944471467,0.205982364882517
0.106489346618159,0.211978806503095
1.34329358499259,0.275998912005701
0.275172545574769,0.262735805353715
3.8778688977553,0.286742859639758
4.12098523422467,0.323858257583408
2.74561703734415,0.286041086767984
6.15867366417086,0.308373955525132
2.37115283851629,0.284427610138417
0.323900569683612,0.232433190841848
1.02571339678735,0.239068827134947
0.0978373532993708,0.215670372798357
0.196443455513394,0.211924848126054
0.649781267259335,0.289557304227096
0.13905146932713,0.264201940535779
1.59975711300386,0.286008054471088
1.85519978362738,0.293189521678481
1.37669669527394,0.286267521147531
3.51399212208184,0.306359642419335
1.64314308008424,0.261556074674275
3.88779411907642,0.30122150287857
0.157764254161961,0.218317760527171
1.03566252869676,0.241778715217933
0.044245819437686,0.215438580820252
0.0875439151378702,0.204436912791312
1.07167042520358,0.287399038477733
0.150816470664433,0.269820403991159
1.24659377499836,0.286198163196915
2.27976738007293,0.304006760586991
2.42868198585978,0.265600514353329
3.4738041357995,0.289916457561277
3.23401070031432,0.287900749225632
3.80636812320563,0.270957189985002
2.97902569886974,0.268069688816534
0.413893532975501,0.225823873631501
0.969128053789388,0.253836590143637
0.0947840471255199,0.221815149611244
0.366009901007316,0.21421505828721
0.230725721578625,0.250062018081315
0.0439391792412425,0.243076556277419
0.201601320362245,0.246663426465497
0.40515111457926,0.24656092695097
0.549556218609058,0.233581546698702
0.655557511286872,0.237441913156828
1.54223027012777,0.250820950699037
1.50804826360627,0.242125336866006
1.86101089027548,0.24475550131088
2.88899784761065,0.262775942067644
0.498271446616124,0.232518102285366
0.799007612559547,0.223488788658794
0.205179419020293,0.220203123878426
0.35842946448171,0.211975246115132
