sc,fc
1.67123746249476,0.183205589539735
3.38901895589193,0.177795334714935
3.36249260330595,0.201367648151161
0.937738995374466,0.152964137863104
1.87979948047374,0.181952899591864
1.68646291409656,0.179411036601484
0.141724028044973,0.194117702657013
0.410096608100264,0.230851573153325
0.243634011016409,0.207820825320632
0.238119135928041,0.204271608350839
0.380938606769325,0.19752884233248
0.226310358165723,0.207993699268627
1.42303687124987,0.188637380514674
0.995445798636988,0.195059297090769
17.1326717460741,0.272639669656664
0.19736876927734,0.197464461963841
0.444432385703682,0.205206374072847
0.412107012490013,0.202329698399265
0.394880559041412,0.196110003457403
11.8893705351888,0.250574464581417
14.6992088670632,0.252874415282131
0.110761594450095,0.192109154810578
0.466677373854348,0.215250365311205
0.139651411819259,0.201558287871862
0.176786739748361,0.198634200052661
8.07143448327056,0.232732032328531
4.90689894197432,0.242327350054938
32.5610582704265,0.254814287756216
0.0885708729055575,0.201955638153458
0.646339643583273,0.20329041225687
0.0731824510666264,0.209795110360616
0.125866246103914,0.196983910181275
19.2282032975069,0.244353246438867
1.85306825667972,0.224149488480062
17.1983587499075,0.244522646680187
22.7928130569124,0.224692437645006
0.102544064380096,0.185785437609089
0.479634651609506,0.198133645105145
0.097447550710276,0.198809229455761
0.169471047083307,0.191252851581352
2.32017087126021,0.22143357251539
0.872518838048461,0.240439752170274
31.8616379898685,0.300181338100014
23.6861463526396,0.258043985666219
8.48384513576429,0.243411478667905
0.114868062162694,0.182480115502144
1.39613229846746,0.207378798202312
0.0719887134305793,0.188797528617801
0.178855214815856,0.194360766809617
11.283347041622,0.226253550910355
0.997237468060377,0.242263168205186
6.55928483153112,0.253411324689486
13.8244081874253,0.280513715768385
27.6565110534627,0.213134525065762
7.87786600245152,0.217949124173218
0.257448559646697,0.186411628731025
1.89399552120814,0.201400673940757
0.111980846573834,0.185274622121712
0.483644764889166,0.197678215067562
2.22143857357556,0.238688252803033
0.672586934506653,0.227299127855385
13.1117453223848,0.277449043604235
10.1049408057919,0.293323772184569
7.83927514871514,0.240545540561397
20.3888536566362,0.241265365899678
9.85180647397745,0.265513096663321
0.888835621806119,0.180881633707267
4.07143284693211,0.181079296068405
0.242727963791737,0.196442190068062
1.49778468846278,0.185721691293823
0.830631309893975,0.233924221094024
0.282428242200899,0.225294270817669
3.44063951179565,0.257996152007649
2.24592127098912,0.244141422238816
1.52260970876105,0.213986529664488
4.15167221524108,0.263532296820418
2.39422915920532,0.224651429407653
18.3375316837664,0.277430500905745
0.246838792634747,0.170577395235084
2.80188701667313,0.189472649482181
0.0711586511524032,0.179813794498747
0.329170270774255,0.184040706419099
2.38248423562134,0.215073904745352
0.362843906988531,0.215238944895198
