,subname,runs,nii_exists,rms_exists,rms_mean,rms_valid,rms_above_02,rms_above_02_valid
598,HCD2655766_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.105579205,FALSE,0.041928721,FALSE
599,HCD2655766_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.096190147,FALSE,0.035639413,FALSE
600,HCD2982276_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.058526563,FALSE,0,FALSE
601,HCD2982276_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.045672249,FALSE,0,FALSE
602,HCD2982276_V1_MR,rfMRI_REST2_AP,FALSE,FALSE,,,,
603,HCD2982276_V1_MR,rfMRI_REST2_PA,FALSE,FALSE,,,,
604,HCD1807051_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.078267224,FALSE,0,FALSE
605,HCD1807051_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.041866813,FALSE,0.002096436,FALSE
606,HCD1807051_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.091017236,FALSE,0.033542977,FALSE
607,HCD1807051_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.055151375,FALSE,0,FALSE
608,HCD2901654_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.078966672,FALSE,0.01048218,FALSE
609,HCD2901654_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.080804178,FALSE,0.018867925,FALSE
610,HCD2901654_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.058226098,FALSE,0.002096436,FALSE
611,HCD2901654_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.032032237,FALSE,0,FALSE
612,HCD0869371_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.149868523,FALSE,0.299790356,TRUE
613,HCD0869371_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.149316142,FALSE,0.201257862,FALSE
614,HCD0869371_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.132052532,FALSE,0.167714885,FALSE
615,HCD0869371_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.126888764,FALSE,0.144654088,FALSE
616,HCD2568670_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.088626077,FALSE,0.025157233,FALSE
617,HCD2568670_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.075437821,FALSE,0.020964361,FALSE
618,HCD2568670_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.082759552,FALSE,0.027253669,FALSE
619,HCD2568670_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.080834972,FALSE,0.037735849,FALSE
620,HCD0574049_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.143632516,FALSE,0.215932914,FALSE
621,HCD0574049_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.141848186,FALSE,0.21802935,FALSE
622,HCD0574049_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.173329846,FALSE,0.459119497,TRUE
623,HCD0574049_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.157267955,FALSE,0.316561845,TRUE
624,HCD1175343_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.064305098,FALSE,0.002096436,FALSE
625,HCD1175343_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.055500049,FALSE,0.004192872,FALSE
626,HCD1175343_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.10637548,FALSE,0.033542977,FALSE
627,HCD1175343_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.075806074,FALSE,0.018867925,FALSE
628,HCD0471746_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.09067804,FALSE,0.031446541,FALSE
629,HCD0471746_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.084712469,FALSE,0.014675052,FALSE
630,HCD0471746_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.105591324,FALSE,0.018867925,FALSE
631,HCD0471746_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.117769677,FALSE,0.115303983,FALSE
632,HCD1131222_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.084927779,FALSE,0.012578616,FALSE
633,HCD1131222_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.059721697,FALSE,0,FALSE
634,HCD1131222_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.09404949,FALSE,0.020964361,FALSE
635,HCD1131222_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.063835054,FALSE,0.006289308,FALSE
636,HCD0933051_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.100446394,FALSE,0.033542977,FALSE
637,HCD0933051_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.08276704,FALSE,0.01048218,FALSE
638,HCD0933051_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.151056519,FALSE,0.132075472,FALSE
639,HCD0933051_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.095198929,FALSE,0.029350105,FALSE
640,HCD1491454_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.075490329,FALSE,0.008385744,FALSE
641,HCD1491454_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.06623622,FALSE,0,FALSE
642,HCD1491454_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.080302072,FALSE,0.004192872,FALSE
643,HCD1491454_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.069233311,FALSE,0.01048218,FALSE
644,HCD1565356_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.041193029,FALSE,0,FALSE
645,HCD1565356_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.056561595,FALSE,0,FALSE
646,HCD1565356_V1_MR,rfMRI_REST2_AP,FALSE,FALSE,,,,
647,HCD1565356_V1_MR,rfMRI_REST2_PA,FALSE,FALSE,,,,
648,HCD1749770_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.098111655,FALSE,0.033542977,FALSE
649,HCD1749770_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.061961884,FALSE,0,FALSE
650,HCD1749770_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.095431116,FALSE,0.008385744,FALSE
651,HCD1749770_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.068016611,FALSE,0,FALSE
652,HCD1371848_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.102657604,FALSE,0.067085954,FALSE
653,HCD1371848_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.066284723,FALSE,0,FALSE
654,HCD1371848_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.122641649,FALSE,0.140461216,FALSE
655,HCD1371848_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.077607297,FALSE,0.002096436,FALSE
656,HCD1376252_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.032122708,FALSE,0,FALSE
657,HCD1376252_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.02911321,FALSE,0,FALSE
658,HCD1376252_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.047676745,FALSE,0,FALSE
659,HCD1376252_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.024279438,FALSE,0,FALSE
660,HCD0124725_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.087236708,FALSE,0.025157233,FALSE
661,HCD0124725_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.080950621,FALSE,0.025157233,FALSE
662,HCD0124725_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.104950282,FALSE,0.041928721,FALSE
663,HCD0124725_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.08420327,FALSE,0.006289308,FALSE
664,HCD2264549_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.117802243,FALSE,0.085953878,FALSE
665,HCD2264549_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.104064501,FALSE,0.048218029,FALSE
666,HCD2264549_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.123356458,FALSE,0.073375262,FALSE
667,HCD2264549_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.125764302,FALSE,0.115303983,FALSE
668,HCD1578365_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.083169707,FALSE,0.008385744,FALSE
669,HCD1578365_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.070611503,FALSE,0.004192872,FALSE
670,HCD1578365_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.069785774,FALSE,0.016771488,FALSE
671,HCD1578365_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.054805281,FALSE,0.016771488,FALSE
672,HCD1458153_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.159534166,FALSE,0.232704403,FALSE
673,HCD1458153_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.119971665,FALSE,0.157232704,FALSE
674,HCD1458153_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.282268632,TRUE,0.35639413,TRUE
675,HCD1458153_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.283397089,TRUE,0.348008386,TRUE
676,HCD1658969_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.085465561,FALSE,0,FALSE
677,HCD1658969_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.071053034,FALSE,0.004192872,FALSE
678,HCD1658969_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.101626733,FALSE,0.012578616,FALSE
679,HCD1658969_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.066746548,FALSE,0.014675052,FALSE
680,HCD2380753_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.057982407,FALSE,0.004192872,FALSE
681,HCD2380753_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.045671571,FALSE,0,FALSE
682,HCD2380753_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.098584278,FALSE,0.012578616,FALSE
683,HCD2380753_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.075344712,FALSE,0.006289308,FALSE
684,HCD2820351_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.051727181,FALSE,0.012578616,FALSE
685,HCD2820351_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.045638323,FALSE,0,FALSE
686,HCD2820351_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.050284977,FALSE,0,FALSE
687,HCD2820351_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.026272249,FALSE,0,FALSE
688,HCD0118528_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.111733459,FALSE,0.07966457,FALSE
689,HCD0118528_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.096735384,FALSE,0.035639413,FALSE
690,HCD0118528_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.092742883,FALSE,0.004192872,FALSE
691,HCD0118528_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.078455932,FALSE,0.004192872,FALSE
692,HCD2478669_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.10997117,FALSE,0.052410901,FALSE
693,HCD2478669_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.076169816,FALSE,0.025157233,FALSE
694,HCD2478669_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.091300409,FALSE,0.012578616,FALSE
695,HCD2478669_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.104018716,FALSE,0.075471698,FALSE
696,HCD0276243_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.147076005,FALSE,0.182389937,FALSE
697,HCD0276243_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.112652705,FALSE,0.048218029,FALSE
698,HCD0276243_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.128179808,FALSE,0.106918239,FALSE
699,HCD0276243_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.118669953,FALSE,0.075471698,FALSE
700,HCD2223131_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.110542665,FALSE,0.109014675,FALSE
701,HCD2223131_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.070123094,FALSE,0.020964361,FALSE
702,HCD2223131_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.068598163,FALSE,0,FALSE
703,HCD2223131_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.062340093,FALSE,0.002096436,FALSE
704,HCD0551946_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.149769764,FALSE,0.203354298,FALSE
705,HCD0551946_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.466629282,TRUE,0.450733753,TRUE
706,HCD0551946_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.121968412,FALSE,0.092243187,FALSE
707,HCD0551946_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.144591192,FALSE,0.146750524,FALSE
708,HCD1016929_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.117150483,FALSE,0.090146751,FALSE
709,HCD1016929_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.116170541,FALSE,0.046121593,FALSE
710,HCD1016929_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.126094169,FALSE,0.123689727,FALSE
711,HCD1016929_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.093549485,FALSE,0.002096436,FALSE
712,HCD1647863_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.093704802,FALSE,0.018867925,FALSE
713,HCD1647863_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.064177202,FALSE,0,FALSE
714,HCD1647863_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.07638877,FALSE,0.006289308,FALSE
715,HCD1647863_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.058513073,FALSE,0.014675052,FALSE
716,HCD1664762_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.059907949,FALSE,0.014675052,FALSE
717,HCD1664762_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.050824081,FALSE,0.01048218,FALSE
718,HCD1664762_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.053588418,FALSE,0.006289308,FALSE
719,HCD1664762_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.042534194,FALSE,0.002096436,FALSE
720,HCD1315737_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.118364834,FALSE,0.111111111,FALSE
721,HCD1315737_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.07309716,FALSE,0.035639413,FALSE
722,HCD1315737_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.100300079,FALSE,0.077568134,FALSE
723,HCD1315737_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.086673683,FALSE,0.075471698,FALSE
724,HCD2220428_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.078198825,FALSE,0.008385744,FALSE
725,HCD2220428_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.04402109,FALSE,0,FALSE
726,HCD2220428_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.067600721,FALSE,0,FALSE
727,HCD2220428_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.054484456,FALSE,0,FALSE
728,HCD0143426_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.064131291,FALSE,0,FALSE
729,HCD0143426_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.045567563,FALSE,0,FALSE
730,HCD0143426_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.078097459,FALSE,0,FALSE
731,HCD0143426_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.067786032,FALSE,0,FALSE
732,HCD1380849_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.073556463,FALSE,0.006289308,FALSE
733,HCD1380849_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.07136069,FALSE,0.014675052,FALSE
734,HCD1380849_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.093208647,FALSE,0.037735849,FALSE
735,HCD1380849_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.111851305,FALSE,0.075471698,FALSE
736,HCD1093139_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.086336493,FALSE,0.031446541,FALSE
737,HCD1093139_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.082122008,FALSE,0.014675052,FALSE
738,HCD1093139_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.074714769,FALSE,0.002096436,FALSE
739,HCD1093139_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.056479899,FALSE,0,FALSE
740,HCD0504735_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.055961071,FALSE,0.004192872,FALSE
741,HCD0504735_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.049542327,FALSE,0.006289308,FALSE
742,HCD0504735_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.068751136,FALSE,0.01048218,FALSE
743,HCD0504735_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.059030509,FALSE,0.014675052,FALSE
744,HCD2884377_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.087916743,FALSE,0.016771488,FALSE
745,HCD2884377_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.083404167,FALSE,0.012578616,FALSE
746,HCD2884377_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.07065283,FALSE,0.01048218,FALSE
747,HCD2884377_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.066338641,FALSE,0.023060797,FALSE
748,HCD1600332_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.154370439,FALSE,0.291404612,TRUE
749,HCD1600332_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.146137025,FALSE,0.182389937,FALSE
750,HCD1600332_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.26693748,TRUE,0.364779874,TRUE
751,HCD1600332_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.27986277,TRUE,0.270440252,TRUE
752,HCD1363546_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.05447806,FALSE,0.002096436,FALSE
753,HCD1363546_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.035686132,FALSE,0,FALSE
754,HCD1363546_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.053169356,FALSE,0,FALSE
755,HCD1363546_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.043580993,FALSE,0.006289308,FALSE
756,HCD2938172_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.11388197,FALSE,0.096436059,FALSE
757,HCD2938172_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.077049654,FALSE,0.033542977,FALSE
758,HCD2938172_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.078405905,FALSE,0.039832285,FALSE
759,HCD2938172_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.072410959,FALSE,0.027253669,FALSE
760,HCD0110411_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.073841238,FALSE,0,FALSE
761,HCD0110411_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.058510373,FALSE,0,FALSE
762,HCD0110411_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.07710406,FALSE,0,FALSE
763,HCD0110411_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.079371044,FALSE,0,FALSE
764,HCD1462548_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.050016354,FALSE,0,FALSE
765,HCD1462548_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.031378025,FALSE,0,FALSE
766,HCD1462548_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.036630316,FALSE,0,FALSE
767,HCD1462548_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.040833262,FALSE,0,FALSE
768,HCD2035635_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.051119759,FALSE,0,FALSE
769,HCD2035635_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.04449985,FALSE,0.008385744,FALSE
770,HCD2035635_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.092598215,FALSE,0.027253669,FALSE
771,HCD2035635_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.062135067,FALSE,0,FALSE
772,HCD0392144_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.131867763,FALSE,0.129979036,FALSE
773,HCD0392144_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.141164034,FALSE,0.153039832,FALSE
774,HCD0392144_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.129839955,FALSE,0.167714885,FALSE
775,HCD0392144_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.174143872,FALSE,0.299790356,TRUE
776,HCD0536142_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.098190781,FALSE,0.012578616,FALSE
777,HCD0536142_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.071968047,FALSE,0,FALSE
778,HCD0536142_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.073965768,FALSE,0.014675052,FALSE
779,HCD0536142_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.104298508,FALSE,0.008385744,FALSE
780,HCD0925759_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.1247944,FALSE,0.073375262,FALSE
781,HCD0925759_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.07748983,FALSE,0.031446541,FALSE
782,HCD0925759_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.096475558,FALSE,0.071278826,FALSE
783,HCD0925759_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.076781015,FALSE,0.016771488,FALSE
784,HCD0534138_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.106534282,FALSE,0.054507338,FALSE
785,HCD0534138_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.123654343,FALSE,0.106918239,FALSE
786,HCD0534138_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.091384574,FALSE,0.039832285,FALSE
787,HCD0534138_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.110890274,FALSE,0.088050314,FALSE
788,HCD2156142_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.06149362,FALSE,0,FALSE
789,HCD2156142_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.052849645,FALSE,0,FALSE
790,HCD2156142_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.041709828,FALSE,0,FALSE
791,HCD2156142_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.040216454,FALSE,0,FALSE
792,HCD1925461_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.055221794,FALSE,0,FALSE
793,HCD1925461_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.057558503,FALSE,0,FALSE
794,HCD1925461_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.069575107,FALSE,0.004192872,FALSE
795,HCD1925461_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.046209824,FALSE,0,FALSE
796,HCD0182941_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.076605065,FALSE,0.004192872,FALSE
797,HCD0182941_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.051061456,FALSE,0,FALSE
798,HCD0182941_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.076350646,FALSE,0.002096436,FALSE
799,HCD0182941_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.052134508,FALSE,0,FALSE
800,HCD0244230_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.038534788,FALSE,0.008385744,FALSE
801,HCD0244230_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.038178472,FALSE,0.025157233,FALSE
802,HCD0244230_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.047555969,FALSE,0.012578616,FALSE
803,HCD0244230_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.035329213,FALSE,0.012578616,FALSE
804,HCD1477056_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.085302233,FALSE,0.01048218,FALSE
805,HCD1477056_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.072397941,FALSE,0.014675052,FALSE
806,HCD1477056_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.08455086,FALSE,0.018867925,FALSE
807,HCD1477056_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.056414674,FALSE,0.012578616,FALSE
808,HCD2335344_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.120756128,FALSE,0.161425577,FALSE
809,HCD2335344_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.064297158,FALSE,0.008385744,FALSE
810,HCD2335344_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.136434425,FALSE,0.178197065,FALSE
811,HCD2335344_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.065482122,FALSE,0,FALSE
812,HCD2300426_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.096327769,FALSE,0.012578616,FALSE
813,HCD2300426_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.068917132,FALSE,0.002096436,FALSE
814,HCD2300426_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.088570397,FALSE,0.006289308,FALSE
815,HCD2300426_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.065346895,FALSE,0.006289308,FALSE
816,HCD1017931_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.078769626,FALSE,0.046121593,FALSE
817,HCD1017931_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.08231658,FALSE,0.05870021,FALSE
818,HCD1017931_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.135944192,FALSE,0.140461216,FALSE
819,HCD1017931_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.102446371,FALSE,0.075471698,FALSE
820,HCD0891566_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.068285373,FALSE,0,FALSE
821,HCD0891566_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.061517297,FALSE,0,FALSE
822,HCD0891566_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.063283991,FALSE,0,FALSE
823,HCD0891566_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.065945362,FALSE,0.002096436,FALSE
824,HCD2203933_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.033943174,FALSE,0,FALSE
825,HCD2203933_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.035458426,FALSE,0,FALSE
826,HCD2203933_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.054830235,FALSE,0.008385744,FALSE
827,HCD2203933_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.036948618,FALSE,0.002096436,FALSE
828,HCD1729562_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.064245034,FALSE,0,FALSE
829,HCD1729562_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.052133556,FALSE,0,FALSE
830,HCD1729562_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.058432589,FALSE,0,FALSE
831,HCD1729562_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.039615038,FALSE,0,FALSE
832,HCD0394754_V1_MR,rfMRI_REST1_AP,TRUE,TRUE,0.060626357,FALSE,0,FALSE
833,HCD0394754_V1_MR,rfMRI_REST1_PA,TRUE,TRUE,0.051464787,FALSE,0,FALSE
834,HCD0394754_V1_MR,rfMRI_REST2_AP,TRUE,TRUE,0.071837838,FALSE,0,FALSE
835,HCD0394754_V1_MR,rfMRI_REST2_PA,TRUE,TRUE,0.043932688,FALSE,0,FALSE
