,subname,task,directions,RMS_mean,RMS_ab_25,RMS_ab_25_invalid
614,955465,REST1,LR,0.16202129963884257,0.2758333333333333,True
615,957974,REST1,LR,0.08949493583276365,0.025,False
616,966975,REST1,LR,0.10694370425181134,0.0825,False
617,987983,REST1,LR,0.11284865210506377,0.051666666666666666,False
618,993675,REST1,LR,0.14038404881806626,0.18333333333333332,False
619,994273,REST1,LR,0.20861370028198117,0.45416666666666666,True
620,100206,REST2,RL,0.1066235745214248,0.055,False
621,100610,REST2,RL,0.2025627217125242,0.49166666666666664,True
622,101006,REST2,RL,0.13993139548640893,0.16083333333333333,False
623,101309,REST2,RL,0.12888480605417926,0.12333333333333334,False
624,101915,REST2,RL,0.17410397061146562,0.3358333333333333,True
625,102311,REST2,RL,0.21513469508587163,0.485,True
626,102513,REST2,RL,0.10546219971666349,0.028333333333333332,False
627,103414,REST2,RL,0.12603748098964207,0.13416666666666666,False
628,103515,REST2,RL,0.3163467087905913,0.7366666666666667,True
629,103818,REST2,RL,0.16561484092286033,0.30583333333333335,True
630,105115,REST2,RL,0.11551918162764821,0.08916666666666667,False
631,106016,REST2,RL,0.13788179580012339,0.20916666666666667,False
632,107321,REST2,RL,0.07587016508152629,0.009166666666666667,False
633,107422,REST2,RL,0.13456369623059714,0.1675,False
634,108222,REST2,RL,0.13324622843957068,0.14416666666666667,False
635,109830,REST2,RL,0.16358962365040589,0.18833333333333332,False
636,110007,REST2,RL,0.19162123381266508,0.4266666666666667,True
637,110411,REST2,RL,0.1023542947262846,0.05583333333333333,False
638,110613,REST2,RL,0.18280224965794123,0.3566666666666667,True
639,112112,REST2,RL,0.1243329276678342,0.09666666666666666,False
640,112314,REST2,RL,0.10113771797663797,0.021666666666666667,False
641,112920,REST2,RL,0.1511796899905363,0.25083333333333335,True
642,113619,REST2,RL,0.1816435581641012,0.4216666666666667,True
643,113922,REST2,RL,0.1306581435316991,0.13833333333333334,False
644,116524,REST2,RL,0.37868130707834236,0.6816666666666666,True
645,118124,REST2,RL,0.17020483129513636,0.3566666666666667,True
646,118528,REST2,RL,0.13091808896283474,0.125,False
647,119126,REST2,RL,0.18284720415523986,0.4141666666666667,True
648,121416,REST2,RL,0.12593523838481085,0.1275,False
649,122822,REST2,RL,0.13404678278546417,0.13083333333333333,False
650,123117,REST2,RL,0.24275583183280483,0.59,True
651,124422,REST2,RL,0.11256363724947242,0.0875,False
652,124826,REST2,RL,0.08981959153018448,0.023333333333333334,False
653,127630,REST2,RL,0.17012201440744112,0.36083333333333334,True
654,128632,REST2,RL,0.1624274239835781,0.2708333333333333,True
655,129028,REST2,RL,0.14357284813670973,0.2425,False
656,129129,REST2,RL,0.17237001142539518,0.31666666666666665,True
657,129634,REST2,RL,0.10675605638830914,0.060833333333333336,False
658,130013,REST2,RL,0.14148011778448585,0.14083333333333334,False
659,130316,REST2,RL,0.25176948542294547,0.6216666666666667,True
660,130417,REST2,RL,0.1493487582124573,0.2575,True
661,131217,REST2,RL,0.13196838828155638,0.12166666666666667,False
662,131823,REST2,RL,0.10041943376941516,0.043333333333333335,False
663,132017,REST2,RL,0.1559941149107198,0.25166666666666665,True
664,133019,REST2,RL,0.14254449387773524,0.185,False
665,134021,REST2,RL,0.10322153099817537,0.03333333333333333,False
666,134223,REST2,RL,0.13385632550597004,0.06333333333333334,False
667,134425,REST2,RL,0.16101403526649086,0.15333333333333332,False
668,134728,REST2,RL,0.19730739948460643,0.4325,True
669,135528,REST2,RL,0.12653649195696637,0.10166666666666667,False
670,135730,REST2,RL,0.13036450042188316,0.11166666666666666,False
671,135932,REST2,RL,0.0973281237054647,0.025833333333333333,False
672,136833,REST2,RL,0.21417974391836017,0.4625,True
673,137229,REST2,RL,0.17899817699829437,0.3975,True
674,137633,REST2,RL,0.166699997144328,0.2783333333333333,True
675,138231,REST2,RL,0.15039307816542588,0.17416666666666666,False
676,139233,REST2,RL,0.16050057761786904,0.2916666666666667,True
677,139637,REST2,RL,0.1343818220397723,0.15666666666666668,False
678,139839,REST2,RL,0.1256231541740747,0.07416666666666667,False
679,140117,REST2,RL,0.10305011887974591,0.08333333333333333,False
680,141119,REST2,RL,0.3659394547627166,0.7325,True
681,141826,REST2,RL,0.28234327041344187,0.6691666666666667,True
682,144125,REST2,RL,0.22615327761438986,0.495,True
683,144731,REST2,RL,0.2313812662546648,0.525,True
684,146129,REST2,RL,0.11184616702956353,0.05583333333333333,False
685,146432,REST2,RL,0.12697826357665232,0.0925,False
686,146533,REST2,RL,0.1396224268829894,0.17583333333333334,False
687,146937,REST2,RL,0.14082043750464532,0.1425,False
688,148133,REST2,RL,0.16169008120439576,0.315,True
689,149236,REST2,RL,0.13573491917957745,0.14083333333333334,False
690,149337,REST2,RL,0.12886622796693753,0.1125,False
691,149539,REST2,RL,0.17362040445381144,0.2825,True
692,149842,REST2,RL,0.1531173753486966,0.21666666666666667,False
693,150625,REST2,RL,0.14995630004306434,0.11416666666666667,False
694,150928,REST2,RL,0.09884312653572809,0.06416666666666666,False
695,151627,REST2,RL,0.13438757208033508,0.11833333333333333,False
696,152831,REST2,RL,0.1638587703803705,0.31083333333333335,True
697,153227,REST2,RL,0.16467088091072668,0.25,False
698,154229,REST2,RL,0.16325073235290197,0.24166666666666667,False
699,154532,REST2,RL,0.1946698936025393,0.45,True
700,154734,REST2,RL,0.12686199880930915,0.14083333333333334,False
701,154835,REST2,RL,0.15600424245421132,0.2,False
702,154936,REST2,RL,0.18864586682463108,0.43083333333333335,True
703,155635,REST2,RL,0.21617686883893375,0.51,True
704,155938,REST2,RL,0.12626578352562495,0.10666666666666667,False
705,157942,REST2,RL,0.18918549936683063,0.41,True
706,158035,REST2,RL,0.09755239621371778,0.015,False
707,159239,REST2,RL,0.15140041818348662,0.24666666666666667,False
708,159340,REST2,RL,0.19160252357024074,0.4791666666666667,True
709,159441,REST2,RL,0.20177861195415622,0.3925,True
710,160830,REST2,RL,0.2750397165997958,0.665,True
711,161731,REST2,RL,0.13767362853961523,0.14916666666666667,False
712,162329,REST2,RL,0.19797691747588866,0.42916666666666664,True
